number,q1.1,q1.3,q1.9
10341,6,1,4
10344,3,3,6
10345,3,1,6
10346,4,1,6
10348,1,1,6
10350,4,3,6
10353,6,1,4
10356,6,1,4
10357,4,2,7
10359,1,3,5
10360,1,1,6
10363,6,1,4
10367,6,4,6
10368,4,3,6
10373,5,2,6
10375,3,3,6
10376,4,3,6
10378,3,1,6
10379,4,3,5
10382,3,3,6
10385,3,3,6
10386,1,3,6
10390,1,3,5
10400,3,3,5
10403,3,3,5
10423,3,4,5
10892,5,3,6
977,3,3,6
1190,4,3,6
1220,2,2,6
1228,3,2,7
1264,4,3,6
1845,4,1,6
1861,5,4,6
1863,4,3,6
2990,3,4,4
2991,4,3,7
3019,3,3,4
3023,2,3,5
3026,3,4,4
3029,4,3,4
3033,5,3,6
3039,6,4,5
3044,3,3,5
3048,2,4,6
3054,4,3,6
3064,4,3,6
3065,4,3,5
3072,4,4,6
4536,3,3,6
4696,2,2,5
4708,2,2,4
4750,3,2,6
4760,3,2,5
4786,3,1,6
4793,1,1,7
4797,3,2,4
4869,2,1,4
4872,1,1,4
4878,2,2,6
4895,4,3,6
5083,1,1,5
5085,5,3,4
5118,3,3,6
5213,2,2,7
5309,3,3,6
5316,1,1,7
5318,1,2,6
5487,2,1,6
5501,3,3,6
5588,3,2,6
5598,1,1,4
5611,3,4,4
5636,4,3,6
5638,2,1,6
5649,4,3,4
5673,3,1,6
5782,4,3,6
5831,2,1,6
5837,3,3,6
5838,3,3,6
5854,3,3,6
5861,3,4,6
5867,5,2,6
5879,2,2,6
5888,2,3,6
6101,1,3,6
6104,4,3,5
6165,2,2,5
6174,3,2,5
6183,2,2,5
6193,2,4,5
6211,2,3,5
6224,3,2,5
6232,3,2,5
6240,2,2,5
6533,3,3,6
6539,2,3,5
6541,3,3,6
6553,3,3,5
6554,4,4,4
6565,3,3,6
6574,2,3,5
6581,3,3,6
6585,4,3,6
6587,4,3,5
6594,2,3,5
6599,3,3,5
6603,4,3,6
6702,3,2,5
6714,2,2,5
6720,2,2,5
6735,1,2,5
6757,1,2,5
6763,2,2,5
6773,2,3,6
6823,1,2,4
6837,1,2,5
6899,2,2,5
6907,5,3,6
6925,3,3,4
6926,2,2,5
6933,2,2,5
6940,5,3,4
6942,1,2,5
6943,1,1,2
6950,5,4,3
6952,2,3,3
6970,2,2,3
6971,1,2,5
6984,2,2,4
6988,2,3,5
6993,3,3,5
6998,2,2,5
7002,2,3,4
7006,5,4,4
7022,1,2,5
7033,2,3,4
7041,1,2,3
7045,1,2,5
7050,1,3,5
7074,2,3,3
7083,2,3,6
7092,2,3,3
7108,2,4,5
7172,1,1,5
7177,1,3,5
7180,3,3,5
7183,2,1,5
7184,2,1,5
7194,2,1,5
7197,1,3,5
7199,1,1,4
7200,1,2,5
7210,3,2,5
7227,2,2,5
7247,2,2,5
7257,1,2,5
7272,1,2,5
7289,2,3,6
7293,2,2,6
7294,1,2,5
7301,2,3,6
7304,3,3,6
7311,3,3,6
7317,2,3,6
7320,2,3,6
7330,2,3,6
7333,1,2,5
7338,2,2,6
7340,4,3,5
7342,4,3,6
7345,2,3,6
7351,2,2,6
7353,1,2,5
7354,4,3,5
7366,1,2,5
7379,1,2,5
7389,2,2,5
7397,2,2,5
7404,1,2,5
7418,1,2,5
7435,1,2,5
7467,1,2,5
7484,2,2,4
7498,1,2,5
7592,2,1,5
7594,4,3,7
7595,1,2,5
7616,1,1,5
7627,1,2,5
7644,1,2,5
7657,1,2,5
7663,1,2,5
7725,3,1,7
7736,6,2,6
7744,1,2,7
7751,3,1,4
7766,4,2,6
7774,4,2,7
7786,1,2,7
7798,5,2,7
7808,4,3,5
7837,6,3,7
7846,5,4,5
7920,4,3,7
7939,5,2,6
7964,2,2,5
7967,3,2,4
7973,6,3,5
8009,3,4,3
8052,4,3,6
8056,2,3,4
8069,3,2,6
8079,6,2,7
8088,4,2,6
8099,3,3,4
8119,3,3,5
8139,4,2,6
8152,4,2,6
8179,5,3,7
8182,4,3,6
8191,5,3,6
8227,5,3,7
8237,1,2,5
8249,1,2,5
8261,6,1,6
8294,2,3,4
8303,1,3,4
8307,1,3,2
8332,3,3,4
8340,2,2,4
8355,4,1,6
8362,4,1,7
8372,5,1,6
8373,2,3,3
8382,4,2,6
8391,4,3,4
8397,3,3,5
8401,1,3,3
8403,2,3,4
8427,4,2,6
8428,5,2,5
8433,3,3,2
8436,5,3,6
8440,3,3,6
8489,2,3,4
8496,4,2,7
8508,2,2,6
8633,5,2,7
8667,3,3,4
8682,4,2,5
8700,5,2,4
8716,1,2,3
8719,2,3,4
8730,4,2,7
8862,3,3,4
8971,4,2,6
9098,6,3,7
9101,5,3,5
9110,3,1,5
9111,3,4,3
9113,6,3,6
9117,3,1,5
9128,3,2,7
9227,3,1,5
9235,5,3,7
9238,5,3,6
9260,4,3,6
9261,4,4,6
9267,3,1,5
9277,3,1,5
9283,4,4,4
9286,3,2,6
9291,1,3,4
9344,4,2,6
9376,3,1,5
9435,3,1,5
9440,3,1,5
9445,3,1,5
9460,3,1,5
9478,3,1,5
9484,4,1,7
9547,2,1,5
9553,5,3,7
9561,2,1,5
9596,5,3,3
9597,4,4,4
9599,3,1,5
9601,4,3,5
9603,3,2,5
9684,6,2,6
9688,2,1,4
9690,4,3,6
9724,2,1,4
9750,2,1,4
9770,4,2,6
9772,4,2,6
9778,2,1,4
9786,6,2,6
9832,5,2,6
9876,6,1,6
9898,4,1,7
9903,4,2,5
10160,4,3,6
10168,4,3,6
10172,1,1,4
10428,4,2,6
10621,1,1,6
10939,3,3,6
