실태조사응답자일련번호,응답자성별코드,응답자연령대코드,응답자거주지역코드
FFNSR_RSPT_CONNO,RSPT_SXDST_CD,RSPT_AGGRP_CD,RSPT_RSDNC_ARCD
7395,M,4,13
7396,F,5,9
7397,M,2,10
7398,M,2,4
7399,F,6,13
7400,M,3,13
7401,M,2,13
7403,F,4,8
7404,M,3,10
7405,M,2,4
7406,F,4,11
7407,F,6,13
7408,M,5,13
7411,M,5,11
7412,M,4,1
7413,M,2,4
7414,F,3,13
7415,F,4,16
7417,M,5,11
7418,F,3,10
7419,M,5,13
7420,M,2,4
7422,F,5,11
7423,M,5,13
7424,F,1,3
7426,F,5,11
7428,M,1,13
7429,M,3,4
7430,F,5,11
7431,M,1,6
7432,F,6,3
7433,F,5,11
7434,F,5,13
7435,M,3,10
7436,M,6,11
7437,F,1,13
7438,M,6,11
7439,F,5,13
7440,F,5,8
7441,F,6,11
7442,F,3,4
7443,F,4,13
7444,M,5,8
7445,F,6,11
7446,M,1,11
7447,F,6,11
7448,F,1,13
7449,M,2,1
7450,M,1,11
7451,F,5,4
7452,F,5,13
7453,M,1,4
7454,F,4,13
7455,M,4,1
7456,M,1,11
7457,F,2,13
7458,F,5,8
7459,F,5,13
7461,M,1,4
7462,M,4,1
7463,F,1,11
7464,F,6,8
7465,M,5,8
7466,F,3,13
7467,F,3,10
7468,M,5,13
7470,M,2,1
7471,M,4,13
7472,F,6,8
7473,M,2,11
7474,M,5,3
7475,F,1,6
7477,M,5,13
7478,M,2,11
7480,F,6,8
7481,M,1,4
7482,M,3,13
7483,M,2,11
7484,M,4,10
7485,M,2,11
7486,F,5,4
7487,M,3,1
7488,M,2,13
7490,F,2,8
7491,F,3,8
7492,M,1,4
7493,F,2,11
7494,F,4,13
7495,M,5,4
7496,M,5,8
7497,F,3,13
7498,M,4,10
7499,F,2,1
7500,M,2,11
7501,M,5,8
7502,F,2,11
7503,F,1,4
7505,F,4,13
7506,M,6,1
7507,M,1,8
7508,M,2,8
7509,F,5,13
7510,M,3,11
7511,M,5,8
7512,M,6,4
7513,M,2,1
7514,M,6,8
7515,M,1,8
7516,M,3,1
7517,M,3,8
7519,M,6,8
7520,M,2,13
7521,F,2,8
7522,M,6,8
7523,M,2,8
7524,M,1,8
7525,M,6,8
7526,M,6,13
7527,F,5,1
7530,M,2,8
7531,M,1,11
7532,F,5,14
7533,M,1,14
7534,M,1,11
7535,F,5,8
7537,M,1,11
7538,F,1,14
7539,M,6,14
7540,M,4,8
7541,F,4,11
7543,F,4,13
7544,F,5,11
7546,F,5,11
7549,F,4,11
7550,M,2,11
7552,F,4,11
7553,M,1,1
7554,M,1,1
7555,M,3,11
7556,F,5,11
7557,M,1,1
7558,M,1,1
7559,M,1,1
7560,F,1,11
7561,M,1,1
7563,F,5,11
7564,F,5,11
7566,F,4,11
7567,M,1,1
7568,M,1,11
7569,M,2,11
7570,M,2,11
7571,M,4,8
7572,M,2,11
7573,M,6,1
7574,M,3,11
7575,M,6,1
7578,F,4,13
7579,F,5,8
7580,M,6,1
7582,M,4,1
7583,M,3,8
7584,F,2,11
7585,F,6,1
7586,F,1,8
7587,F,4,1
7588,F,1,11
7589,F,6,13
7590,M,3,8
7592,F,3,10
7593,M,1,8
7594,F,3,10
7595,M,2,10
7596,M,1,16
7597,F,2,11
7598,F,6,13
7599,M,1,10
7600,M,2,10
7602,M,2,11
7603,M,5,8
7604,F,3,14
7607,M,3,11
7608,F,2,10
7609,F,1,11
7610,F,1,1
7611,M,5,8
7612,F,1,11
7614,M,3,8
7615,M,4,14
7616,M,4,10
7617,M,1,1
7619,M,1,1
7620,F,5,8
7622,M,2,8
7623,M,1,8
7626,F,5,14
7627,M,5,10
7628,M,2,1
7629,F,6,8
7630,M,2,1
7631,M,6,11
7633,F,6,11
7634,M,2,1
7635,F,4,11
7636,M,2,1
7637,F,4,11
7638,M,3,14
7639,M,4,1
7640,M,2,11
7641,M,2,1
7642,M,1,8
7643,F,2,11
7644,M,3,10
7645,M,2,1
7647,M,4,14
7648,F,4,10
7649,M,1,6
7650,M,2,11
7651,F,3,11
7652,M,3,11
7653,M,1,6
7656,M,2,8
7657,F,5,10
7658,M,3,14
7659,F,1,6
7660,M,1,4
7661,F,1,8
7662,F,4,14
7663,F,6,10
7664,M,6,13
7665,M,2,9
7666,M,2,1
7667,F,4,14
7668,F,5,4
7669,F,3,8
7670,M,4,1
7671,M,4,11
7672,F,5,14
7673,F,1,4
7675,M,4,9
7676,M,1,13
7677,M,3,11
7678,M,5,14
7679,M,3,11
7680,M,2,6
7681,M,4,13
7685,F,1,4
7688,F,4,11
7689,M,6,14
7690,M,2,9
7691,M,1,13
7693,M,4,11
7695,M,1,14
7699,F,1,4
7700,M,1,9
7701,M,3,8
7703,F,4,11
7704,M,2,14
7706,F,3,9
7707,M,2,6
7708,M,3,11
7709,M,5,9
7710,M,4,1
7711,M,4,1
7712,M,4,15
7715,F,4,4
7716,M,1,11
7717,M,5,14
7718,F,4,11
7719,M,3,8
7720,M,1,9
7721,M,4,1
7722,M,6,15
7724,F,5,11
7725,F,4,10
7726,M,2,11
7728,M,5,15
7729,M,1,4
7730,F,5,3
7732,M,4,13
7733,M,1,8
7734,M,1,4
7735,M,6,15
7736,F,6,10
7737,M,2,15
7738,M,5,1
7739,M,2,13
7740,M,1,4
7741,M,5,1
7742,F,3,9
7743,F,5,15
7744,M,6,10
7745,M,6,1
7746,M,2,9
7747,M,1,4
7748,M,4,12
7750,F,5,15
7751,M,3,10
7752,F,1,4
7753,M,2,1
7754,M,6,9
7756,M,6,1
7757,F,6,9
7758,F,3,12
7759,F,3,15
7761,F,1,1
7762,M,2,4
7763,M,2,13
7764,M,3,11
7766,M,3,10
7767,M,4,13
7768,M,2,15
7769,F,4,13
7770,M,1,10
7771,F,1,4
7772,M,2,15
7773,M,2,13
7774,F,3,10
7775,F,2,6
7776,F,1,1
7777,F,3,15
7778,F,2,2
7779,M,5,13
7780,F,5,15
7781,M,2,11
7782,F,4,2
7783,F,5,4
7784,M,1,8
7785,F,4,15
7786,M,2,10
7787,M,3,6
7788,M,6,9
7789,F,4,10
7790,M,5,15
7791,M,3,11
7792,M,2,10
7793,F,2,2
7794,F,6,4
7796,M,5,1
7797,M,6,8
7798,F,5,10
7799,M,5,9
7800,M,3,6
7801,F,4,15
7802,M,3,11
7803,M,1,8
7804,F,6,4
7805,M,4,15
7806,F,4,9
7807,M,2,1
7808,M,5,10
7809,F,3,6
7810,M,4,8
7812,F,2,15
7813,F,6,4
7814,F,5,1
7816,F,1,15
7817,M,4,8
7818,M,4,6
7819,F,6,4
7820,F,3,14
7821,M,4,15
7822,F,6,8
7824,M,6,4
7825,M,6,4
7826,M,4,15
7827,M,4,8
7828,M,1,11
7829,F,2,14
7830,M,4,6
7833,M,6,4
7834,M,5,15
7835,F,2,6
7837,M,1,10
7838,F,3,11
7839,F,1,8
7840,F,4,8
7841,F,6,15
7842,M,3,1
7843,M,2,1
7845,M,6,4
7846,F,1,10
7847,M,4,1
7848,F,2,15
7849,F,1,8
7850,F,4,6
7851,F,3,11
7852,F,2,15
7853,F,1,1
7854,F,2,1
7855,F,6,15
7856,M,6,4
7857,F,5,14
7858,F,2,1
7859,M,5,1
7861,F,4,6
7862,F,6,15
7863,M,5,1
7864,M,3,11
7866,F,6,15
7867,M,5,6
7868,M,3,4
7869,F,1,4
7870,F,6,15
7871,M,4,11
7872,F,1,4
7873,M,1,11
7874,M,4,1
7875,M,1,1
7877,M,1,15
7878,M,4,4
7879,F,3,8
7880,F,4,11
7881,M,4,1
7882,M,3,11
7883,M,1,15
7885,M,4,1
7887,M,2,1
7889,M,2,4
7890,F,4,1
7891,F,5,4
7892,F,2,2
7893,M,2,4
7894,F,1,15
7895,F,6,11
7896,M,1,1
7897,F,4,11
7898,M,4,1
7899,M,3,1
7901,F,1,15
7902,F,1,4
7903,F,1,11
7904,M,3,1
7905,F,5,8
7906,F,5,8
7907,M,3,1
7908,F,4,1
7909,M,3,1
7911,F,4,13
7912,F,3,13
7913,F,1,11
7914,M,3,1
7915,M,4,2
7916,F,5,6
7917,F,6,8
7918,F,5,8
7920,F,2,10
7921,M,3,1
7922,F,4,1
7923,F,1,8
7924,M,1,4
7925,M,3,1
7926,M,3,15
7927,F,5,13
7928,M,5,8
7929,F,3,8
7930,M,2,2
7931,M,5,1
7933,M,4,15
7934,F,4,1
7935,F,2,8
7936,M,1,8
7937,M,4,15
7938,F,6,1
7939,F,4,10
7940,F,1,8
7941,F,6,15
7944,M,2,8
7945,F,6,1
7946,M,5,15
7947,M,6,2
7948,M,1,8
7949,F,6,2
7950,F,6,2
7952,F,3,10
7953,M,4,9
7954,F,1,2
7956,M,5,2
7958,M,3,1
7959,F,5,2
7960,F,1,2
7961,F,3,2
7964,F,2,10
7965,F,6,2
7966,M,3,10
7967,F,2,10
7968,M,6,2
7969,M,5,10
7971,F,4,10
7972,F,5,10
7973,F,5,10
7975,F,3,6
7976,M,1,6
7977,F,3,15
7978,F,1,6
7979,M,6,15
7980,F,6,6
7981,M,2,6
7982,F,5,2
7983,F,4,8
7984,F,1,10
7985,F,1,1
7986,F,2,8
7987,F,4,1
7988,F,2,1
7990,M,5,8
7991,F,2,1
7993,M,3,15
7994,F,1,1
7995,M,4,15
7996,M,6,8
7999,F,3,1
8000,F,3,8
8001,F,4,15
8002,F,3,1
8004,M,5,2
8005,F,3,15
8008,F,2,7
8009,M,6,10
8010,F,6,7
8011,M,2,2
8012,M,1,8
8013,F,5,2
8014,M,2,8
8018,M,1,2
8019,M,6,6
8020,F,3,4
8022,M,3,8
8023,M,1,2
8025,M,3,2
8027,F,6,6
8028,M,5,16
8029,M,1,4
8030,M,4,8
8031,F,1,2
8032,M,1,4
8033,M,5,16
8034,F,3,8
8035,M,5,2
8036,F,4,4
8037,M,1,6
8038,M,1,2
8039,F,1,6
8040,F,4,13
8041,F,1,6
8042,M,1,15
8043,M,3,8
8044,F,1,2
8045,F,5,13
8046,F,1,8
8047,F,3,2
8048,F,1,15
8049,F,4,8
8050,F,5,15
8052,M,3,10
8054,F,4,16
8055,F,3,8
8056,M,4,10
8057,M,1,11
8058,M,6,15
8059,F,2,15
8060,M,2,8
8061,M,4,4
8062,M,4,10
8063,M,1,11
8064,F,2,9
8066,F,2,8
8067,F,5,13
8068,M,3,15
8069,M,2,10
8070,F,3,16
8072,M,4,9
8073,M,1,11
8074,F,5,4
8075,F,4,13
8076,M,3,8
8077,M,4,2
8078,F,4,13
8079,F,5,10
8080,M,1,9
8081,M,2,16
8082,F,4,15
8083,M,2,9
8084,F,3,13
8086,F,5,16
8087,F,5,2
8088,F,5,10
8089,F,5,8
8090,M,1,11
8092,F,5,7
8093,M,6,15
8094,M,3,7
8095,M,4,8
8096,M,2,6
8097,F,2,2
8098,F,5,16
8099,F,2,10
8101,M,1,2
8102,M,6,13
8103,M,4,7
8104,F,3,15
8105,F,2,7
8106,F,2,6
8107,M,4,8
8108,F,3,13
8109,M,2,7
8110,F,1,11
8111,F,1,7
8112,F,3,15
8113,F,5,15
8114,M,3,2
8115,F,6,13
8116,M,3,6
8117,F,2,4
8118,M,3,1
8119,F,2,10
8121,F,2,7
8122,M,4,8
8124,M,5,2
8125,F,5,12
8126,F,2,4
8127,F,4,15
8128,F,4,14
8129,F,1,15
8130,F,2,16
8131,F,4,8
8132,F,1,12
8133,M,2,7
8134,M,4,13
8135,F,5,15
8136,F,4,13
8137,F,2,12
8138,M,3,6
8139,F,5,10
8141,F,1,11
8142,M,4,15
8143,F,3,8
8144,F,5,1
8145,M,1,7
8146,F,3,8
8147,F,2,2
8149,F,1,4
8150,M,2,6
8151,F,2,15
8152,F,5,10
8154,M,4,2
8155,M,4,4
8157,F,3,8
8158,F,6,16
8159,F,1,11
8160,M,6,14
8161,F,3,8
8162,M,1,10
8163,F,1,2
8164,M,5,11
8165,M,3,4
8166,M,2,13
8167,F,5,15
8168,M,1,8
8169,F,3,6
8170,F,2,1
8171,M,3,13
8172,M,2,4
8173,F,6,16
8174,M,1,2
8175,F,3,8
8176,F,2,4
8177,M,2,11
8179,F,3,10
8180,M,1,14
8182,F,1,10
8183,F,3,6
8184,M,6,16
8185,F,3,4
8186,M,3,8
8187,M,4,4
8188,M,6,15
8189,F,6,11
8190,M,4,13
8191,F,5,10
8193,M,4,6
8194,F,3,2
8195,F,2,4
8196,M,2,13
8198,M,3,4
8200,F,4,4
8201,M,4,6
8202,M,3,16
8203,F,4,8
8204,M,2,11
8205,M,1,15
8206,M,2,13
8207,F,1,2
8208,M,2,4
8209,F,3,4
8211,F,1,4
8212,F,5,2
8213,M,2,1
8214,M,1,15
8215,M,1,13
8216,F,4,6
8217,F,2,11
8218,F,3,1
8219,M,1,13
8220,M,1,13
8221,F,4,8
8223,M,1,7
8224,F,4,13
8225,M,6,2
8226,F,2,4
8227,F,5,10
8228,M,1,7
8229,F,6,11
8230,M,5,6
8231,F,1,13
8232,F,5,6
8233,M,1,16
8234,M,4,8
8235,F,2,14
8236,M,2,7
8237,M,5,10
8238,M,4,8
8239,F,1,13
8240,M,2,2
8241,M,6,6
8242,F,4,14
8243,M,1,15
8244,M,1,13
8246,M,1,16
8247,F,6,6
8248,F,1,13
8249,M,6,10
8250,M,4,8
8251,M,2,11
8252,M,6,4
8253,M,6,10
8255,F,4,15
8256,M,3,15
8257,M,6,8
8258,F,1,13
8259,F,6,14
8260,F,1,8
8261,M,5,10
8262,M,2,8
8263,F,2,13
8264,F,5,8
8265,F,4,13
8266,M,1,4
8267,M,3,15
8268,F,4,8
8269,M,2,13
8271,F,2,13
8272,M,2,8
8273,M,1,14
8274,F,1,1
8275,M,1,4
8276,M,3,8
8277,M,3,8
8278,F,5,7
8280,M,3,15
8281,F,2,13
8282,F,1,13
8284,F,6,13
8285,M,4,4
8286,M,5,8
8287,F,3,7
8288,F,3,14
8289,F,1,1
8290,M,2,8
8291,F,4,15
8292,M,2,12
8293,M,3,13
8294,F,6,10
8295,F,5,13
8296,F,3,13
8297,M,2,12
8298,F,1,7
8299,M,3,8
8300,F,3,4
8301,M,5,8
8302,F,5,13
8303,F,6,10
8304,M,6,1
8305,F,6,10
8306,F,6,12
8307,M,1,10
8308,F,5,14
8309,F,6,10
8310,F,1,16
8311,M,4,13
8312,F,6,10
8313,F,1,4
8315,F,2,1
8316,M,6,10
8317,F,4,16
8318,F,1,8
8319,F,3,13
8320,F,3,13
8321,F,5,13
8322,M,6,10
8323,F,5,8
8324,M,4,4
8325,M,3,13
8326,M,6,10
8327,M,4,14
8328,F,3,4
8329,M,3,11
8330,F,1,1
8331,F,3,7
8332,M,3,10
8333,F,5,13
8334,F,1,16
8335,F,5,13
8338,M,5,10
8339,F,5,8
8340,M,3,10
8342,M,4,16
8344,F,5,4
8345,M,1,6
8346,M,4,4
8347,F,1,6
8348,F,3,1
8349,F,3,7
8350,F,1,1
8351,F,2,13
8352,M,4,13
8354,M,1,6
8355,M,5,10
8356,M,3,11
8357,M,2,6
8358,F,1,13
8359,M,3,8
8360,F,3,7
8361,F,4,13
8362,M,4,10
8363,F,2,6
8364,F,2,7
8366,F,2,13
8367,M,3,6
8370,M,3,6
8371,F,3,1
8372,M,3,10
8373,M,3,10
8374,M,3,6
8375,M,6,8
8376,M,2,13
8377,F,3,6
8378,F,2,13
8379,F,1,7
8380,F,5,7
8381,M,4,6
8382,M,1,10
8383,M,4,6
8384,M,2,12
8385,F,4,6
8386,M,4,13
8387,F,1,1
8388,M,3,12
8389,F,3,1
8390,F,4,6
8391,M,5,10
8392,F,4,12
8393,F,5,13
8394,M,5,6
8395,M,4,12
8396,F,5,6
8397,F,2,10
8398,M,3,12
8399,F,6,6
8400,M,4,8
8401,F,3,10
8402,M,1,8
8403,M,4,10
8404,M,1,8
8405,M,2,7
8406,F,5,2
8407,F,6,2
8408,F,6,2
8409,F,6,2
8410,F,2,2
8411,F,6,7
8412,F,6,2
8413,M,5,2
8414,M,6,2
8415,M,5,2
8416,F,3,2
8417,F,1,2
8418,F,6,2
8419,F,3,2
8420,F,3,2
8421,M,2,7
8422,F,6,2
8423,F,3,2
8424,F,1,2
8425,M,1,7
8427,M,5,10
8428,F,4,10
8429,F,3,10
8430,F,4,10
8431,F,4,10
8432,M,3,10
8433,F,5,10
8434,F,4,6
8435,M,5,8
8436,F,5,10
8437,F,4,8
8439,M,4,2
8440,F,6,10
8441,M,1,2
8442,M,3,4
8443,M,6,11
8444,F,1,15
8445,F,3,8
8446,M,3,11
8447,F,4,8
8448,M,4,1
8449,F,5,15
8450,M,2,1
8451,F,3,11
8452,M,2,10
8453,F,3,4
8455,F,5,8
8456,M,2,10
8457,F,1,15
8458,M,3,11
8459,M,5,10
8460,M,5,11
8461,F,1,1
8462,M,6,1
8463,M,1,2
8464,M,3,8
8466,F,6,1
8467,F,2,4
8468,F,1,16
8469,F,3,8
8470,M,4,1
8471,F,2,16
8472,F,3,11
8473,M,2,2
8474,M,2,16
8475,F,6,4
8476,F,6,8
8477,M,2,2
8478,F,2,15
8479,F,2,8
8481,M,4,13
8482,F,2,15
8483,M,4,13
8485,M,2,15
8486,F,3,16
8487,F,1,1
8488,F,4,8
8489,M,4,10
8490,M,3,2
8491,F,6,10
8492,M,4,15
8493,F,2,15
8495,F,3,8
8496,F,6,10
8497,F,6,8
8498,M,3,15
8500,M,4,4
8501,M,1,2
8502,F,5,13
8503,M,6,15
8504,M,2,2
8505,F,1,1
8507,M,3,2
8508,M,4,10
8509,F,2,8
8510,F,3,11
8511,M,5,13
8512,M,2,2
8513,M,2,16
8514,M,3,2
8515,M,5,13
8516,F,6,2
8517,M,1,8
8518,F,6,15
8519,M,3,4
8520,M,2,15
8522,F,3,9
8523,M,5,2
8524,M,2,8
8525,F,1,1
8526,M,5,15
8527,M,6,2
8528,F,1,1
8529,M,4,15
8530,F,6,15
8531,M,4,13
8532,M,5,15
8533,F,3,9
8534,M,5,11
8535,F,2,1
8536,M,4,8
8537,F,6,15
8538,F,6,15
8539,M,3,4
8540,M,5,13
8542,M,3,1
8543,M,2,4
8546,M,3,15
8547,M,2,4
8548,F,3,15
8549,M,6,1
8550,F,2,5
8551,F,5,1
8552,F,3,15
8553,M,6,11
8554,M,3,4
8556,F,1,4
8558,M,3,15
8559,F,2,12
8560,M,6,11
8561,M,3,5
8562,F,4,15
8563,M,4,4
8564,M,4,13
8565,M,6,5
8566,F,3,11
8567,M,4,8
8568,F,2,4
8569,M,1,15
8570,M,1,15
8572,M,4,15
8573,M,4,13
8574,M,2,4
8575,F,5,11
8576,M,3,5
8577,M,6,8
8579,F,1,15
8580,M,2,4
8581,M,4,13
8582,M,4,13
8583,M,5,15
8584,M,5,1
8585,F,2,7
8586,M,1,4
8587,F,1,7
8589,F,2,1
8590,M,2,8
8591,F,2,4
8592,F,4,13
8593,M,6,4
8594,M,6,1
8595,M,1,13
8596,M,4,15
8597,M,3,12
8598,M,1,7
8599,M,3,16
8600,F,3,12
8601,M,5,1
8602,F,3,11
8603,M,3,13
8604,M,2,13
8605,F,5,4
8606,F,5,13
8607,F,4,7
8608,M,3,13
8609,M,3,8
8610,F,2,1
8611,M,1,4
8612,F,2,12
8613,M,6,16
8614,F,3,12
8617,M,4,12
8618,F,3,13
8619,M,4,11
8621,M,5,4
8622,M,3,5
8624,F,2,3
8625,M,2,10
8626,F,1,13
8628,F,2,13
8629,F,1,3
8631,M,2,4
8632,M,4,11
8633,F,2,10
8634,F,1,13
8635,M,3,8
8636,F,3,4
8638,F,6,1
8639,M,4,13
8640,M,5,3
8641,M,4,12
8642,M,5,1
8643,F,3,13
8644,F,1,13
8645,F,1,1
8646,M,1,12
8647,M,4,4
8648,M,4,10
8649,F,2,12
8650,F,3,1
8651,M,2,12
8652,M,6,1
8653,F,1,13
8655,F,1,12
8656,M,4,13
8657,F,1,13
8659,F,5,4
8660,F,2,5
8661,M,4,8
8662,F,4,12
8663,M,4,11
8664,M,6,13
8665,F,1,13
8666,M,1,3
8667,M,3,10
8668,M,2,16
8669,M,6,1
8670,F,1,12
8671,M,3,8
8672,M,1,13
8673,F,4,3
8674,M,4,11
8675,M,1,12
8677,F,2,14
8678,F,1,12
8681,M,1,5
8682,M,2,10
8683,M,5,4
8685,M,1,13
8686,M,5,12
8687,M,2,15
8688,M,4,14
8689,F,3,4
8690,F,3,13
8691,F,4,12
8692,F,4,4
8693,F,4,13
8694,M,1,15
8695,M,3,13
8696,F,4,4
8697,M,5,3
8698,F,6,12
8699,M,4,11
8700,M,3,10
8701,M,1,15
8703,F,1,15
8704,F,2,4
8705,F,3,13
8707,F,1,5
8708,M,2,14
8709,M,5,13
8710,M,4,13
8711,M,3,8
8713,F,5,4
8714,F,2,13
8715,M,2,10
8716,M,6,10
8717,M,3,13
8718,F,3,15
8719,F,6,10
8720,F,5,4
8721,M,1,13
8722,M,2,5
8723,M,3,7
8724,F,4,11
8725,M,2,10
8726,F,3,13
8727,M,3,4
8730,M,2,10
8731,M,4,8
8732,F,1,14
8733,M,3,13
8735,M,1,13
8736,M,4,5
8737,M,3,8
8738,F,4,11
8739,F,4,7
8740,M,4,12
8742,M,2,13
8743,M,5,5
8744,M,5,12
8745,F,3,3
8746,M,3,13
8747,M,4,8
8748,F,4,14
8749,M,2,12
8750,F,1,15
8751,F,6,1
8752,M,3,8
8753,F,3,15
8754,M,4,8
8755,M,1,16
8756,M,1,1
8757,F,5,13
8758,M,4,8
8759,F,5,4
8761,M,4,14
8762,M,2,1
8763,F,2,7
8765,M,2,15
8766,F,6,11
8768,M,2,15
8769,M,1,8
8770,M,5,4
8771,M,6,13
8772,F,5,13
8773,F,5,14
8774,F,6,11
8775,M,4,8
8776,M,6,13
8777,F,3,4
8779,F,1,13
8780,M,4,10
8781,M,6,11
8782,M,3,14
8783,F,6,4
8784,M,2,12
8785,F,4,7
8786,M,5,11
8787,M,3,12
8788,F,1,3
8790,F,2,12
8791,M,2,14
8792,F,2,12
8793,M,5,11
8794,M,5,14
8795,M,1,6
8797,F,1,6
8798,F,5,11
8799,M,3,14
8800,F,6,11
8801,M,5,14
8802,M,4,6
8803,M,3,6
8804,F,6,11
8805,F,2,8
8806,F,1,5
8807,M,4,6
8808,F,6,11
8809,M,1,5
8810,M,6,2
8811,F,2,5
8812,M,1,5
8813,M,5,5
8814,M,5,6
8815,F,3,8
8817,M,1,11
8818,M,5,12
8819,F,1,11
8820,F,1,6
8821,F,1,11
8822,M,2,11
8823,M,2,11
8825,F,4,3
8826,F,1,12
8829,M,3,11
8830,M,5,3
8831,M,4,8
8832,F,4,11
8834,F,4,11
8835,F,4,11
8836,M,3,8
8837,F,3,6
8838,F,2,11
8839,M,4,11
8843,M,5,2
8844,F,3,9
8845,M,5,3
8846,F,1,12
8848,F,1,12
8849,F,2,12
8850,F,3,12
8851,F,1,12
8852,M,1,9
8853,M,1,9
8854,M,1,9
8856,M,1,9
8857,M,1,9
8858,M,2,9
8859,M,2,9
8860,F,2,9
8861,F,6,10
8862,F,1,10
8863,M,1,12
8864,M,2,9
8865,M,2,9
8866,M,2,15
8867,M,2,15
8868,F,6,11
8870,M,6,2
8871,M,5,12
8873,F,3,8
8874,F,5,12
8875,M,6,11
8876,F,5,12
8878,M,6,12
8879,M,2,16
8880,M,1,13
8881,M,6,12
8883,M,5,11
8884,M,6,2
8885,F,3,8
8886,F,2,16
8887,F,5,11
8888,M,1,14
8889,F,1,8
8890,F,3,11
8892,F,3,11
8893,M,2,14
8894,F,5,11
8895,M,5,8
8896,M,6,2
8897,M,4,11
8898,M,1,13
8900,F,2,13
8901,F,1,14
8902,M,4,2
8903,F,2,14
8904,F,3,13
8906,M,1,2
8907,M,1,3
8908,M,4,8
8909,M,5,4
8910,M,3,1
8911,M,4,14
8912,F,4,13
8913,F,5,11
8914,M,1,3
8915,M,3,14
8916,M,3,8
8917,M,5,1
8918,M,5,15
8919,F,1,13
8920,M,5,1
8921,M,1,2
8922,M,1,16
8923,F,2,3
8925,M,1,15
8926,M,3,8
8927,M,6,14
8928,M,1,2
8929,F,4,2
8930,F,6,8
8932,M,1,2
8933,F,6,8
8934,F,3,14
8935,M,3,9
8936,F,1,2
8937,M,6,8
8938,F,2,11
8941,F,3,2
8942,F,1,2
8943,F,4,8
8944,F,5,14
8946,F,1,3
8947,F,1,2
8948,F,3,8
8949,M,3,2
8950,F,4,14
8951,F,2,2
8953,F,4,14
8954,M,4,1
8955,F,2,2
8956,F,5,3
8957,M,4,1
8958,M,6,10
8959,M,6,14
8960,M,2,2
8961,F,5,3
8962,F,4,8
8963,M,1,1
8964,F,3,14
8965,F,6,3
8966,F,4,8
8967,M,4,14
8969,M,5,13
8971,M,6,10
8972,F,3,2
8973,M,5,3
8974,F,5,16
8975,F,5,1
8976,M,2,2
8977,M,4,8
8978,F,3,1
8981,F,3,3
8982,M,4,14
8983,F,3,14
8984,F,3,14
8985,M,6,9
8986,M,1,13
8987,M,3,3
8988,F,3,3
8989,F,3,1
8991,M,4,9
8992,F,6,16
8993,F,6,9
8994,M,3,14
8995,M,3,14
8996,F,6,14
8997,F,3,3
8998,F,6,9
8999,M,1,13
9000,M,6,9
9001,F,6,9
9002,F,2,14
9003,M,6,14
9004,M,1,14
9005,F,6,9
9006,M,3,3
9007,M,5,13
9008,M,3,1
9010,M,1,13
9011,F,4,3
9012,M,1,14
9013,F,4,3
9014,F,6,14
9015,M,5,14
9016,M,4,14
9017,F,6,14
9018,F,3,14
9019,F,4,3
9020,M,1,14
9021,M,6,14
9022,F,2,1
9024,F,4,8
9025,F,4,14
9026,M,4,14
9027,M,5,1
9028,F,6,3
9029,M,6,3
9030,M,1,13
9031,M,1,3
9032,F,6,3
9033,M,4,14
9034,F,2,1
9037,F,6,3
9038,M,2,1
9039,F,4,14
9041,F,4,14
9042,M,2,14
9044,M,3,14
9045,M,3,13
9046,M,5,3
9048,F,5,1
9049,F,6,14
9050,M,1,14
9051,M,3,3
9052,M,2,14
9053,M,5,1
9055,M,3,14
9056,F,2,14
9057,M,3,14
9059,F,2,1
9060,F,3,3
9061,F,5,14
9062,M,6,16
9064,M,3,13
9065,M,4,14
9066,F,4,3
9069,M,1,3
9070,F,5,14
9071,M,4,14
9072,F,2,14
9073,F,4,8
9074,M,5,16
9075,F,3,14
9076,M,5,14
9077,F,3,8
9078,F,4,3
9079,M,6,13
9080,M,5,13
9081,F,4,14
9082,F,3,14
9083,F,5,1
9084,M,3,1
9085,M,5,13
9086,M,4,14
9087,M,6,13
9088,M,2,1
9089,M,2,1
9090,M,1,16
9091,M,5,13
9092,M,5,16
9093,F,5,6
9094,M,3,15
9095,M,3,1
9096,M,2,14
9097,M,4,16
9098,M,2,10
9100,M,6,3
9101,M,3,10
9102,M,1,1
9103,F,1,10
9104,F,5,1
9105,M,5,16
9106,M,3,14
9107,M,2,3
9108,F,5,11
9109,M,1,15
9110,F,2,10
9111,F,1,10
9112,M,2,11
9113,F,5,10
9114,M,1,1
9115,M,3,3
9116,F,4,3
9117,F,4,10
9118,F,6,1
9119,F,4,3
9120,F,6,1
9122,M,1,1
9123,M,3,16
9124,M,6,3
9125,M,2,14
9126,M,1,3
9127,F,1,16
9128,M,6,10
9129,F,3,3
9131,F,1,3
9132,F,5,1
9133,F,4,16
9134,M,4,4
9135,F,4,3
9137,F,3,3
9138,M,2,3
9139,M,5,14
9140,M,5,16
9141,M,6,4
9142,M,1,3
9143,M,4,15
9144,M,5,1
9145,M,5,3
9146,M,3,16
9147,M,6,13
9148,M,1,4
9149,M,1,16
9150,M,4,1
9151,F,6,3
9152,F,5,4
9153,M,1,3
9154,M,2,4
9155,M,6,13
9156,M,4,16
9158,F,4,3
9159,M,4,4
9160,F,4,13
9161,M,1,3
9162,F,5,4
9165,F,3,13
